fiscalyear,school,traveler_type,total_trips,total_emissions,percapita_trips,percapita_emissions
FY16-17,Homewood Student Affairs,Sr Staff-Appt,35,4.68042940088,0.00020327800299689856,8.424661255547204e-05
FY16-17,Homewood Student Affairs,Sr Staff-Non Ad,8,2.40820820024,4.646354354214824e-05,4.334717305219568e-05
FY16-17,Homewood Student Affairs,Staff-Admin,107,18.22327852986,0.0006214498948762327,0.0003280146658139774
FY16-17,Homewood Student Affairs,Staff-Non Admin,8,2.03754156802,4.646354354214824e-05,3.667526210615968e-05
FY16-17,Homewood Student Affairs,Undergrad Stud,4,0.22593890718,2.323177177107412e-05,4.066846424565532e-06
FY16-17,Howard County General Hospital,Regular,17,3.97003113766,9.873503002706502e-05,7.145961330486418e-05
FY16-17,INSTITUTION WIDE FUNDS,Sr Staff-Admin,10,3.07673534954,5.80794294276853e-05,5.538050224188541e-05
FY16-17,JH Bayview Medical Center,Regular,4,0.30781687016,2.323177177107412e-05,5.54063022369952e-06
FY16-17,JH Bayview Medical Center,Regular Nurses,7,1.98482506003,4.0655600599379715e-05,3.572637753948382e-05
FY16-17,JH Community Physicians,Providers,8,6.409519069349999,4.646354354214824e-05,0.00011536981406041798
FY16-17,JH Community Physicians,Regular,12,4.19494946196,6.969531531322237e-05,7.550808948108115e-05
FY16-17,JH HEALTH SYSTEM CORPORATION,Intrastaff Clerical,2,0.35274066082,1.161588588553706e-05,6.3492477376277446e-06
FY16-17,JH HEALTH SYSTEM CORPORATION,Regular,164,70.89732119527,0.000952502642614039,0.001276134866778627
FY16-17,JH HEALTH SYSTEM CORPORATION,Sr Staff-Admin,9,2.8323397678699997,5.227148648491677e-05,5.0981440079907166e-05
FY16-17,JH TECHNOLOGY VENTURES,Sr Staff-Admin,4,0.3623477477,2.323177177107412e-05,6.522173009401728e-06
FY16-17,JHHCG CORP (GROUP),Regular,9,3.60978352275,5.227148648491677e-05,6.497524218463119e-05
FY16-17,JHHCG PEDIATRICS AT HOME,Regular,2,0.36122283858,1.161588588553706e-05,6.501924913623392e-06
FY16-17,JHPEIGO,Faculty,2,1.42476092388,1.161588588553706e-05,2.5645356709306813e-05
FY16-17,JHPEIGO,Sr Staff-Admin,94,51.73416293863,0.0005459466366202418,0.000931202590119822
FY16-17,JHPEIGO,Sr Staff-Appt,146,86.64653898135,0.0008479596696442054,0.0015596170294678382
FY16-17,JHPEIGO,Sr Staff-Non Ad,111,62.46917989675,0.0006446816666473068,0.0011244303341975592
FY16-17,JHU PRESS BOOK DIVISION,Sr Staff-Admin,18,3.1979352371200003,0.00010454297296983354,5.756207130236505e-05
FY16-17,JOHNS HOPKINS IMAGING LLC,Regular,4,0.85498537456,2.323177177107412e-05,1.5389532759026058e-05
FY16-17,Johns Hopkins HealthCare,Regular,19,5.11522492569,0.00011035091591260208,9.20728282682086e-05
FY16-17,Johns Hopkins Hospital,Regular,37,10.79921842558,0.0002148938888824356,0.00019438335517478283
FY16-17,Johns Hopkins Hospital,Regular Nurses,39,16.51495432116,0.0002265097747679727,0.00029726523763065247
FY16-17,Johns Hopkins International,Regular,149,66.72349099515,0.000865383498472511,0.0012010069189720167
FY16-17,Johns Hopkins International,Trustee,6,1.22981598497,3.484765765661118e-05,2.213639431903701e-05
FY16-17,Krieger School of Arts and Sciences,Deans/Executive,13,6.26162073351,7.550325825599089e-05,0.00011270767930099424
FY16-17,Krieger School of Arts and Sciences,Faculty,172,64.50536522351,0.0009989661861561873,0.0011610811842846119
FY16-17,Krieger School of Arts and Sciences,Graduate Stud,11,5.58412606258,6.388737237045383e-05,0.00010051293686144258
FY16-17,Krieger School of Arts and Sciences,NON EMPLOYEE,6,3.36258474009,3.484765765661118e-05,6.052572307362275e-05
FY16-17,Krieger School of Arts and Sciences,Non-employees,2,0.21864514149,1.161588588553706e-05,3.935560382297638e-06
FY16-17,Krieger School of Arts and Sciences,Postdocs,2,2.45432493888,1.161588588553706e-05,4.417726334514949e-05
FY16-17,Krieger School of Arts and Sciences,Sr Staff-Admin,10,2.3288748906,5.80794294276853e-05,4.1919192406076385e-05
FY16-17,Krieger School of Arts and Sciences,Sr Staff-Appt,6,2.8637646488999997,3.484765765661118e-05,5.1547080441075404e-05
FY16-17,Krieger School of Arts and Sciences,Sr Staff-Non Ad,23,3.13372469789,0.0001335826876836762,5.64062969156238e-05
FY16-17,Krieger School of Arts and Sciences,Staff-Admin,8,2.70352859996,4.646354354214824e-05,4.8662869789392524e-05
FY16-17,Krieger School of Arts and Sciences,Visit Faculty,2,0.86681506418,1.161588588553706e-05,1.5602464349849808e-05
FY16-17,NANJING CENTER,Faculty,1,1.01505813027,5.80794294276853e-06,1.8270804171527562e-05
FY16-17,NANJING CENTER,Sr Staff-Admin,7,3.2013598596999997,4.0655600599379715e-05,5.762371369175601e-05
FY16-17,NANJING CENTER,Staff-Admin,7,0.65868873032,4.0655600599379715e-05,1.1856239995307132e-05
FY16-17,NITZE SCH ADV INT STUDIES-SAIS,Deans/Executive,14,9.005881930360001,8.131120119875943e-05,0.00016210372611639317
FY16-17,NITZE SCH ADV INT STUDIES-SAIS,Faculty,72,21.51671764541,0.00041817189187933417,0.0003872957841426953
FY16-17,NITZE SCH ADV INT STUDIES-SAIS,Graduate Stud,9,3.2362728662399998,5.227148648491677e-05,5.825213947990464e-05
FY16-17,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Admin,31,9.83646403416,0.00018004623122582443,0.00017705400582388993
FY16-17,NITZE SCH ADV INT STUDIES-SAIS,Staff-Admin,12,4.38050050242,6.969531531322237e-05,7.884796394045431e-05
FY16-17,PEABODY INSTITUTE,Deans/Executive,9,2.3730411819799997,5.227148648491677e-05,4.2714175113689355e-05
FY16-17,PEABODY INSTITUTE,Faculty,35,4.0806713943799995,0.00020327800299689856,7.345111152918848e-05
FY16-17,PEABODY INSTITUTE,Sr Staff-Admin,10,2.24808554938,5.80794294276853e-05,4.04650035388982e-05
FY16-17,PEABODY INSTITUTE,Staff-Admin,27,2.64074687676,0.0001568144594547503,4.7532813750303284e-05
FY16-17,PEDIATRIC PHYSICIANS SERVICES,Providers,4,0.45825532342,2.323177177107412e-05,8.248486490660154e-06
FY16-17,School of Education,Faculty,10,1.9840947762799999,5.80794294276853e-05,3.5713232606215466e-05
FY16-17,School of Education,Postdocs,2,1.2496289007,1.161588588553706e-05,2.2493022075196668e-05
FY16-17,School of Education,Sr Staff-Admin,13,2.34880574036,7.550325825599089e-05,4.227794294663926e-05
FY16-17,School of Education,Staff-Admin,8,0.66704390218,4.646354354214824e-05,1.2006631095403943e-05
FY16-17,School of Medicine (SOM),Deans/Executive,1,0.43004641245999997,5.80794294276853e-06,7.740732823483354e-06
FY16-17,School of Medicine (SOM),Faculty,514,180.77447214555,0.0029852826725830246,0.003253897369310323
FY16-17,School of Medicine (SOM),Graduate Stud,11,4.2031231969,6.388737237045383e-05,7.565521475990531e-05
FY16-17,School of Medicine (SOM),Med Intern/Res,4,0.86663362724,2.323177177107412e-05,1.5599198528217172e-05
FY16-17,School of Medicine (SOM),Non-employees,27,11.55679483358,0.0001568144594547503,0.00020801954977563343
FY16-17,School of Medicine (SOM),Postdocs,8,1.25498582686,4.646354354214824e-05,2.2589445468017193e-05
FY16-17,School of Medicine (SOM),Regular,2,0.24926716397999998,1.161588588553706e-05,4.486749481292472e-06
FY16-17,School of Medicine (SOM),Sr Staff-Admin,109,28.610898145569998,0.0006330657807617698,0.0005149893406106539
FY16-17,School of Medicine (SOM),Sr Staff-Non Ad,148,67.12571405018,0.0008595755555297424,0.0012082468379998774
FY16-17,School of Medicine (SOM),Staff-Admin,17,3.62480650284,9.873503002706502e-05,6.52456522420573e-05
FY16-17,School of Medicine (SOM),Staff-Non Admin,4,1.12185645934,2.323177177107412e-05,2.0193148614761862e-05
FY16-17,School of Medicine (SOM),Visiting Scientist,3,2.93703796416,1.742382882830559e-05,5.2865982634152726e-05
FY16-17,School of Nursing (SON),Deans/Executive,2,0.36395346478,1.161588588553706e-05,6.55107553374854e-06
FY16-17,School of Nursing (SON),Faculty,86,39.201037693269996,0.0004994830930780936,0.0007056093258657927
FY16-17,School of Nursing (SON),Graduate Stud,4,0.9888677054599999,2.323177177107412e-05,1.779938277347882e-05
FY16-17,School of Nursing (SON),Sr Staff-Admin,7,1.72525227687,4.0655600599379715e-05,3.105412937167373e-05
FY16-17,School of Nursing (SON),Sr Staff-Non Ad,15,7.162251110650001,8.711914414152795e-05,0.00012891881121644124
FY16-17,School of Nursing (SON),Staff-Admin,4,2.92492704726,2.323177177107412e-05,5.2647989019384394e-05
FY16-17,Sheridan Libraries,Sr Staff-Admin,4,2.2623601019999997,2.323177177107412e-05,4.072194208042469e-05
FY16-17,Sheridan Libraries,Sr Staff-Non Ad,1,0.62481445035,5.80794294276853e-06,1.1246511037598334e-05
FY16-17,Suburban Hospital,Regular,2,0.23795456968,1.161588588553706e-05,4.283125482859732e-06
FY16-17,U-WIDE STUDENT AFFAIRS,Deans/Executive,8,1.888459356,4.646354354214824e-05,3.399181785794599e-05
FY16-17,Unavailable,Unavailable,4775,2082.15640783326,0.027732927551719733,0.03747831857855631
FY16-17,University Administration,Deans/Executive,59,11.806692490989999,0.00034266863362334327,0.00021251764798824229
FY16-17,University Administration,Sr Staff-Admin,189,40.8466436817,0.0010977012161832523,0.000735229841047618
FY16-17,University Administration,Staff-Admin,7,1.6922488943,4.0655600599379715e-05,3.0460076359385574e-05
FY16-17,University Administration,Staff-Non Admin,33,6.38078852714,0.0001916621171113615,0.00011485267115519238
FY16-17,Whiting School of Engineering,Deans/Executive,28,6.68563436712,0.00016262240239751886,0.0001203398235444825
FY16-17,Whiting School of Engineering,Faculty,96,27.72342194791,0.0005575625225057789,0.0004990149807875129
FY16-17,Whiting School of Engineering,Graduate Stud,9,3.60346044477,5.227148648491677e-05,6.48614282895559e-05
FY16-17,Whiting School of Engineering,Sr Staff-Admin,34,6.57916716052,0.00019747006005413004,0.00011842343922670877
FY16-17,Whiting School of Engineering,Staff-Admin,2,0.14043220506,1.161588588553706e-05,2.527746186658858e-06
FY17-18,All Children’s Hospital,Regular,4,0.7611688597899999,2.323177177107412e-05,1.3700857875980737e-05
FY17-18,BIOETHICS INSTITUTE,Faculty,11,4.09381196598,6.388737237045383e-05,7.368763868290103e-05
FY17-18,BOLOGNA CENTER,Deans/Executive,4,1.61259353407,2.323177177107412e-05,2.9026298879481348e-05
FY17-18,BOLOGNA CENTER,Faculty,39,15.83646628283,0.0002265097747679727,0.00028505261481489907
FY17-18,BOLOGNA CENTER,Sr Staff-Admin,37,11.95929004403,0.0002148938888824356,0.00021526436753612328
FY17-18,Bloomberg School of Public Health,Deans/Executive,23,7.32092680178,0.0001335826876836762,0.00013177493579981546
FY17-18,Bloomberg School of Public Health,Faculty,319,131.40169306434,0.001852733798743161,0.002365199125243324
FY17-18,Bloomberg School of Public Health,Graduate Stud,25,13.295972396929999,0.00014519857356921326,0.00023932433098164182
FY17-18,Bloomberg School of Public Health,Sr Staff-Admin,163,33.90409004688,0.0009466946996712705,0.0006102655319805277
FY17-18,Bloomberg School of Public Health,Sr Staff-Non Ad,218,99.89073380669,0.0012661315615235397,0.0017980093765139918
FY17-18,Bloomberg School of Public Health,Staff-Admin,3,0.37695795871,1.742382882830559e-05,6.785153321866593e-06
FY17-18,Bloomberg School of Public Health,Staff-Non Admin,2,0.09568077951000001,1.161588588553706e-05,1.7222312035876357e-06
FY17-18,CENTER FOR TALENTED YOUTH,Deans/Executive,9,2.79889186479,5.227148648491677e-05,5.037938580449305e-05
FY17-18,CENTER FOR TALENTED YOUTH,Non-employees,86,32.97036103292,0.0004994830930780936,0.0005934586324990184
FY17-18,CENTER FOR TALENTED YOUTH,Sr Staff-Admin,208,74.91978761376,0.0012080521320958543,0.0013485383026283825
FY17-18,CENTER FOR TALENTED YOUTH,Staff-Admin,40,7.8997333756399994,0.0002323177177107412,0.0001421933160371876
FY17-18,CGEPI,Deans/Executive,23,7.930491475869999,0.0001335826876836762,0.00014274695450303688
FY17-18,CGEPI,Sr Staff-Admin,18,3.28160489008,0.00010454297296983354,5.906810509367629e-05
FY17-18,Carey Business School,Deans/Executive,37,21.008703236469998,0.0002148938888824356,0.00037815164598423514
FY17-18,Carey Business School,Faculty,47,10.735833424479999,0.0002729733183101209,0.00019324244027742407
FY17-18,Carey Business School,Graduate Stud,2,0.24146537482,1.161588588553706e-05,4.3463191377692004e-06
FY17-18,Carey Business School,Sr Staff-Admin,27,16.95453070977,0.0001568144594547503,0.0003051775077511669
FY17-18,Carey Business School,Staff-Admin,2,0.8215283996199999,1.161588588553706e-05,1.478731519229631e-05
FY17-18,EMRS PROJECT,Regular,137,12.52447523843,0.0007956881831592886,0.00022543756619301436
FY17-18,HUMAN LANGUAGE TECHNOLOGY COE,Faculty,20,6.768138287589999,0.0001161588588553706,0.00012182487442909508
FY17-18,HUMAN LANGUAGE TECHNOLOGY COE,Sr Staff-Appt,2,0.21981540985999998,1.161588588553706e-05,3.956624933754129e-06
FY17-18,Homewood Student Affairs,Deans/Executive,74,11.66463642527,0.0004297877777648712,0.00020996067269712535
FY17-18,Homewood Student Affairs,Graduate Stud,5,0.27804306545,2.903971471384265e-05,5.00470884237625e-06
FY17-18,Homewood Student Affairs,Sr Staff-Admin,105,18.8614195248,0.0006098340089906956,0.00033950105147473867
FY17-18,Homewood Student Affairs,Sr Staff-Appt,150,19.60573742715,0.0008711914414152795,0.00035289859613711356
FY17-18,Homewood Student Affairs,Sr Staff-Non Ad,83,13.94538516287,0.000482059264249788,0.00025101360583117555
FY17-18,Homewood Student Affairs,Staff-Admin,297,58.28913548098,0.0017249590540022535,0.001049190531991841
FY17-18,Homewood Student Affairs,Staff-Non Admin,13,2.4596501136,7.550325825599089e-05,4.427311521962529e-05
FY17-18,Howard County General Hospital,Regular,7,1.36658316347,4.0655600599379715e-05,2.459817090202066e-05
FY17-18,INSTITUTION WIDE FUNDS,Deans/Executive,5,0.93725796292,2.903971471384265e-05,1.6870419720850024e-05
FY17-18,INSTITUTION WIDE FUNDS,Sr Staff-Admin,6,1.43690812816,3.484765765661118e-05,2.5864003488257675e-05
FY17-18,JH Bayview Medical Center,Regular,41,12.143634528689999,0.00023812566065350974,0.00021858252427895742
FY17-18,JH Bayview Medical Center,Regular Nurses,15,4.53293476225,8.711914414152795e-05,8.15917442495139e-05
FY17-18,JH Community Physicians,Providers,20,8.96756698088,0.0001161588588553706,0.0001614140661669626
FY17-18,JH Community Physicians,Regular,2,0.70512751956,1.161588588553706e-05,1.2692127122225855e-05
FY17-18,JH HEALTH SYSTEM CORPORATION,Non-employees,4,0.72244567716,2.323177177107412e-05,1.3003849827246784e-05
FY17-18,JH HEALTH SYSTEM CORPORATION,Regular,715,270.84253566206,0.004152679204079499,0.0048751010241011436
FY17-18,JH HEALTH SYSTEM CORPORATION,Regular Nurses,4,2.06301985276,2.323177177107412e-05,3.713386515285134e-05
FY17-18,JH HEALTH SYSTEM CORPORATION,Sr Staff-Admin,20,5.69751055322,0.0001161588588553706,0.00010255383064160548
FY17-18,JH TECHNOLOGY VENTURES,Deans/Executive,2,0.23717439078000002,1.161588588553706e-05,4.269082448795401e-06
FY17-18,JH TECHNOLOGY VENTURES,Sr Staff-Admin,12,2.24171711216,6.969531531322237e-05,4.0350373188324744e-05
FY17-18,JHBMC GRANT COMPANY,Regular,6,0.43065876216,3.484765765661118e-05,7.751754971988501e-06
FY17-18,JHBMC GRANT COMPANY,Regular Nurses,2,0.14355292072,1.161588588553706e-05,2.5839183239961675e-06
FY17-18,JHHCG CORP (GROUP),Regular,12,9.46927191969,6.969531531322237e-05,0.00017044463536840086
FY17-18,JHHCG HOME HEALTH SERVICES,Regular Nurses,8,6.26983982767,4.646354354214824e-05,0.00011285562103495658
FY17-18,JHHCG PHARMAQUIP,Regular,4,0.84868044028,2.323177177107412e-05,1.5276045446222022e-05
FY17-18,JHHCG PHARMAQUIP,Regular Nurses,2,0.70512751956,1.161588588553706e-05,1.2692127122225855e-05
FY17-18,JHMMC INTRASTAFF DIVISION,Regular,6,1.20316289592,3.484765765661118e-05,2.1656645075051048e-05
FY17-18,JHPEIGO,Faculty,16,9.08693435524,9.292708708429648e-05,0.00016356265042668464
FY17-18,JHPEIGO,Sr Staff-Admin,409,239.94473353052,0.0023754486635923287,0.0043189479573543035
FY17-18,JHPEIGO,Sr Staff-Appt,817,437.72659804282,0.004745089384241889,0.00787897433162966
FY17-18,JHPEIGO,Sr Staff-Non Ad,554,289.67759693345,0.0032176003902937658,0.005214127633303074
FY17-18,JHPEIGO,Staff-Admin,103,52.75972173278,0.0005982181231051586,0.0009496624037359333
FY17-18,JHPEIGO,Staff-Non Admin,25,7.95811525261,0.00014519857356921326,0.00014324417589385544
FY17-18,JHU PRESS BOOK DIVISION,Sr Staff-Admin,51,7.2355743209700005,0.00029620509008119507,0.00013023861150869456
FY17-18,JHU PRESS BOOK DIVISION,Staff-Admin,2,0.56564785852,1.161588588553706e-05,1.018152650066833e-05
FY17-18,JHU PRESS MUSE,Sr Staff-Admin,27,3.8356725348,0.0001568144594547503,6.904119050876074e-05
FY17-18,JHU PRESS MUSE,Staff-Admin,1,0.43340753209,5.80794294276853e-06,7.801232174924904e-06
FY17-18,JOHNS HOPKINS IMAGING LLC,Regular,14,1.6660811491399998,8.131120119875943e-05,2.99890631896259e-05
FY17-18,Johns Hopkins HealthCare,Regular,137,38.89143820482,0.0007956881831592886,0.0007000366089381717
FY17-18,Johns Hopkins Hospital,Non-employees,5,0.38716378757,2.903971471384265e-05,6.968855806432264e-06
FY17-18,Johns Hopkins Hospital,Regular,162,66.08883812578,0.0009408867567285018,0.0011895833187393157
FY17-18,Johns Hopkins Hospital,Regular Nurses,113,52.22420601686,0.0006562975525328439,0.0009400232486131158
FY17-18,Johns Hopkins International,Regular,396,194.81190934838,0.002299945405336338,0.003506567889898934
FY17-18,Johns Hopkins International,Trustee,9,4.96651465942,5.227148648491677e-05,8.939607895475582e-05
FY17-18,Krieger School of Arts and Sciences,Deans/Executive,115,29.149448394569998,0.0006679134384183809,0.0005246831166049303
FY17-18,Krieger School of Arts and Sciences,Faculty,571,193.88371869765,0.0033163354203208308,0.003489860679634218
FY17-18,Krieger School of Arts and Sciences,Graduate Stud,75,25.91807886214,0.0004355957207076398,0.0004665192359637647
FY17-18,Krieger School of Arts and Sciences,NON EMPLOYEE,17,4.20242012869,9.873503002706502e-05,7.564255969986385e-05
FY17-18,Krieger School of Arts and Sciences,Non-employees,12,1.89106297634,6.969531531322237e-05,3.403868240289229e-05
FY17-18,Krieger School of Arts and Sciences,Postdocs,41,14.88412183689,0.00023812566065350974,0.0002679106419990335
FY17-18,Krieger School of Arts and Sciences,Sr Staff-Admin,119,28.14848791586,0.0006911452101894551,0.0005066660667980545
FY17-18,Krieger School of Arts and Sciences,Sr Staff-Non Ad,80,30.51818612187,0.0004646354354214824,0.0005493200691418535
FY17-18,Krieger School of Arts and Sciences,Staff-Admin,26,8.79107418061,0.00015100651651198178,0.0001582372378698877
FY17-18,NANJING CENTER,Faculty,21,9.12912751968,0.00012196680179813913,0.00016432211732012774
FY17-18,NANJING CENTER,Sr Staff-Admin,40,10.70383248105,0.0002323177177107412,0.00019266643093049325
FY17-18,NANJING CENTER,Staff-Admin,34,8.239991173770001,0.00019747006005413004,0.00014831787522456613
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Deans/Executive,63,22.13092710563,0.0003659004053944174,0.00039835140788810016
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Faculty,507,202.35117738468,0.0029446270719836447,0.0036422729158280933
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Graduate Stud,42,20.01903267251,0.00024393360359627826,0.00036033781194930295
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Postdocs,2,2.44512608514,1.161588588553706e-05,4.401168617249893e-05
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Admin,132,44.38130323212,0.000766648468445446,0.000798852869653443
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Appt,3,2.55611560793,1.742382882830559e-05,4.600947110275507e-05
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Staff-Admin,32,6.91635413814,0.00018585417416859296,0.00012449272437754596
FY17-18,NITZE SCH ADV INT STUDIES-SAIS,Staff-Non Admin,5,2.05593020364,2.903971471384265e-05,3.700625316014516e-05
FY17-18,PEABODY INSTITUTE,Deans/Executive,43,25.526438117599998,0.0002497415465390468,0.00045946979599998815
FY17-18,PEABODY INSTITUTE,Faculty,87,11.989775988869999,0.0005052910360208621,0.00021581310726988362
FY17-18,PEABODY INSTITUTE,Sr Staff-Admin,32,9.13553224428,0.00018585417416859296,0.00016443740083488373
FY17-18,PEABODY INSTITUTE,Staff-Admin,71,11.23411827665,0.0004123639489365657,0.00020221144873530916
FY17-18,School of Education,Deans/Executive,6,5.78632394388,3.484765765661118e-05,0.00010415245048431992
FY17-18,School of Education,Faculty,104,25.89951332538,0.0006040260660479271,0.0004661850607314644
FY17-18,School of Education,Postdocs,4,0.30781687016,2.323177177107412e-05,5.54063022369952e-06
FY17-18,School of Education,Sr Staff-Admin,81,8.548093807199999,0.0004704433783642509,0.000153863649118948
FY17-18,School of Education,Sr Staff-Appt,2,0.30700040384,1.161588588553706e-05,5.525934024732669e-06
FY17-18,School of Education,Staff-Admin,42,5.43275774492,0.00024393360359627826,9.778834325712969e-05
FY17-18,School of Education,Staff-Non Admin,6,0.72739890611,3.484765765661118e-05,1.3093006766601697e-05
FY17-18,School of Medicine (SOM),Deans/Executive,28,5.8641014316,0.00016262240239751886,0.00010555242670706838
FY17-18,School of Medicine (SOM),Faculty,2261,828.01031656264,0.013131758993599647,0.014903988150803212
FY17-18,School of Medicine (SOM),Graduate Stud,13,2.98197989853,7.550325825599089e-05,5.367492673053221e-05
FY17-18,School of Medicine (SOM),Med Intern/Res,43,10.10464600094,0.0002497415465390468,0.00018188121724287452
FY17-18,School of Medicine (SOM),Med Students,2,0.52059252607,1.161588588553706e-05,9.370541265903442e-06
FY17-18,School of Medicine (SOM),Med Trainees,8,1.93275718918,4.646354354214824e-05,3.478916828657562e-05
FY17-18,School of Medicine (SOM),Non-employees,132,45.08452112782,0.000766648468445446,0.0008115106240017883
FY17-18,School of Medicine (SOM),Postdocs,42,10.72089662695,0.00024393360359627826,0.0001929735814855165
FY17-18,School of Medicine (SOM),Regular,2,0.24926716397999998,1.161588588553706e-05,4.486749481292472e-06
FY17-18,School of Medicine (SOM),SOM NONEMP,3,0.9253420907400001,1.742382882830559e-05,1.665593686450778e-05
FY17-18,School of Medicine (SOM),Sr Staff-Admin,501,109.02461497457,0.0029097794143270335,0.001962417058367591
FY17-18,School of Medicine (SOM),Sr Staff-Appt,44,28.08600556362,0.0002555494894818153,0.0005055413993648211
FY17-18,School of Medicine (SOM),Sr Staff-Non Ad,475,174.01456202388,0.002758772897815052,0.003132220599904706
FY17-18,School of Medicine (SOM),Staff-Admin,54,8.354981381510001,0.0003136289189095006,0.00015038767152943585
FY17-18,School of Medicine (SOM),Staff-Non Admin,50,15.54113681133,0.0002903971471384265,0.00027973675478782663
FY17-18,School of Medicine (SOM),Visiting Scientist,8,3.3922542185399998,4.646354354214824e-05,6.105976660715625e-05
FY17-18,School of Nursing (SON),Deans/Executive,4,1.1449034888599998,2.323177177107412e-05,2.0607989647544216e-05
FY17-18,School of Nursing (SON),Faculty,274,115.31222201634,0.0015913763663185773,0.0020755924850174323
FY17-18,School of Nursing (SON),Graduate Stud,2,0.82329740994,1.161588588553706e-05,1.4819156956004498e-05
FY17-18,School of Nursing (SON),Sr Staff-Admin,47,9.839244555579999,0.0002729733183101209,0.000177104054546071
FY17-18,School of Nursing (SON),Sr Staff-Non Ad,2,0.22430143864,1.161588588553706e-05,4.037372381514008e-06
FY17-18,School of Nursing (SON),Staff-Non Admin,9,3.9724533210399997,5.227148648491677e-05,7.150321202781784e-05
FY17-18,Sheridan Libraries,Deans/Executive,6,0.52607645812,3.484765765661118e-05,9.46925073444281e-06
FY17-18,Sheridan Libraries,Sr Staff-Admin,25,4.20435243228,0.00014519857356921326,7.567734070347341e-05
FY17-18,U-WIDE STUDENT AFFAIRS,Deans/Executive,12,1.52191587867,6.969531531322237e-05,2.7394122716224598e-05
FY17-18,U-WIDE STUDENT AFFAIRS,Sr Staff-Admin,1,0.41076419980999995,5.80794294276853e-06,7.393657596148155e-06
FY17-18,U-WIDE STUDENT AFFAIRS,Staff-Admin,11,1.07265075651,6.388737237045383e-05,1.9307457703355465e-05
FY17-18,Unavailable,Unavailable,16069,5840.88016817333,0.09332783514734751,0.10513444950553483
FY17-18,University Administration,Deans/Executive,220,64.69307989967,0.0012777474474090767,0.0011644600036703832
FY17-18,University Administration,Faculty,42,18.4281435344,0.00024393360359627826,0.0003317021870188505
FY17-18,University Administration,Sr Staff-Admin,971,242.18071269927,0.0056395125974282425,0.004359195048930211
FY17-18,University Administration,Staff-Admin,15,5.6949114688,8.711914414152795e-05,0.000102507047742137
FY17-18,University Administration,Staff-Non Admin,105,41.45485665045,0.0006098340089906956,0.0007461775293772102
FY17-18,Whiting School of Engineering,Deans/Executive,55,17.252300508359998,0.00031943686185226917,0.00031053729308364427
FY17-18,Whiting School of Engineering,Faculty,407,138.64651159843,0.002363832777706792,0.0024956041303826875
FY17-18,Whiting School of Engineering,Graduate Stud,43,14.862680524449999,0.0002497415465390468,0.00026752470349059796
